title,content,date,channel_name
"Дефицит российского бюджета за январь апрель составил 3,4 трлн рублей, а нефтегазовые доходы РФ снизились на 52%","Объем доходов федерального бюджета в первые четыре месяца 2023 года составил 7 782 млрд рублей, что на 22% ниже объема поступления доходов за аналогичный период 2022 года. В части поступления ключевых ненефтегазовых доходов как федерального бюджета, так и бюджетной системы в целом наблюдается устойчивая положительная динамика. Нефтегазовые доходы бюджета оказались на 52% ниже, чем за такой же период 2022 года, и составили 2,282 трлн рублей. Снижение доходов связывают с высокой базой сравнения прошлого года, а также со снижением котировок цен на нефть марки Urals и сокращением объемов экспорта природного газа.",2023-05-11,FatCat18
Совкомбанк и Москвич запускают совместную программу автокредитования,"С 15 мая новые автомобили легендарного российского бренда Москвич можно будет купить на выгодных условиях по программе беспроцентной авторассрочки с картой Халва и в кредит с субсидированной ставкой. Заявку на кредит или авторассрочку можно оформить в дилерских центрах Москвич, нужен только паспорт гражданина России. Сегодня завод Москвич выпускает две модели автомобилей городской кроссовер Москвич 3 и электромобиль Москвич 3е. Во второй половине года в продажу поступит первый седан в линейке бренда Москвич 6.",2023-05-11,FatCat18
При транзите через Россию исчезли товары ЕС двойного назначения на миллиард долларов,"В Казахстан, Армению и Киргизию должны были доставить авиационные детали, газовые турбины, оптическое оборудование и другие товары на 2 млрд долларов, места назначения не достигло около половины из них. По версии СМИ, речь идет о призрачной торговле, когда реальный покупатель остается в тени по тем или иным причинам. Европейские чиновники подозревают, что товары остались в России.",2023-05-11,FatCat18
"Fortum спишет свои российские активы на 1,7 млрд евро","Компания потеряла контроль над своими операциями в РФ, российский сегмент не будет отражен в отчетности во втором квартале 2023 года. Это негативно отразится на капитале Группы. Fortum стал одной из иностранных компаний, активы которой передали во временной управление Росимущества.",2023-05-11,FatCat18
В Wildberries разоблачили серые схемы продвижения товаров,"Служба безопасности компании раскрыла схему мошенничества, которой воспользовалось около 300 продавцов. Через специальный бот в телеграме они продвигали свои товары на площадке, но не платили за рекламу. В результате причинили Wildberries ущерб в 650 млн рублей, точная сумма станет известна после следствия. Представители Wildberries обратились с заявлением в правоохранительные органы для возбуждения уголовного дела.",2023-05-11,FatCat18
ЦБ призвал установить контроль за оборотом б/у автозапчастей. А штраф за отсутствие ОСАГО могут повысить,"ЦБ выступил с инициативой ввести контроль за оборотом автозапчастей, чтобы не ухудшать криминальную обстановку в стране. Попавшихся на камеры нарушителей ПДД без ОСАГО могут начать штрафовать за отсутствие полиса. Это обсуждают ЦБ, профильные министерства и страховщики. Ранее Алексей Моисеев сообщил, что Минфинподдерживаетувеличение штрафа за езду без полиса ОСАГО до экономически разумного уровня. f",2023-05-11,FatCat18
Казначейство планирует размещать бюджетные средства на депозитах банков,"Также предусматривается досрочный возврат средств с банковского депозита в полном размере или частично по инициативе казначейства. Пополнять данного депозит можно на сумму досрочного возврата. В рамках допсоглашения казначейство сможет размещать на аукционах средства в банковских депозитах. При этом заключая срочный, особый или пополняемые договоры. Однако изменение вида договора банковского депозита в течение срока его действия запрещено.",2023-05-11,FatCat18
Суд взыскал более 192 млрд рублей с бенефициара лопнувшего банка Югра Хотина,"С Алексея Хотина взыскан долг по налогам, недоплаченным группой Русь-Ойл. Группу уличили в использовании схем уклонения от уплаты налога на добычу полезных ископаемых, а также НДС и налога на прибыль. Между аффилированными лицами создавались фиктивные отношения по купле-продаже нефти, в бухучете отражались заведомо ложные сведения о таких сделках. Также подозреваемые переводили выручку, полученную от конечных покупателей нефти, на счета иных подконтрольных лиц, не имеющих задолженности перед бюджетом и выводили средства на счета нерезидентов. Хотин, находящийся под домашним арестом по делам о хищении и растрате у банка Югра, был признан конечным бенефициаром этой группы. Активы Русь-Ойл будут переданы государству.",2023-05-11,FatCat18
"Обход санкций становиться сложнее. Мы уже писали об уведомлениях банков Армении, Грузии, Казахстана. Следующими на очереди стоят консультанты и крупные юридические фирмы. В первую очередь юридические фирмы России будут внесены в санкционные списки, чтобы блокировать их работу по организации обхода санкций зарубежом. После от работы с ними откажутся зарубежные партнёры. Ожидается опубликование расстрельного списка в мае.",Крупным адвокатским бюро приготовиться.,2023-05-11,FatCat18
Уплату налогов за самозанятых хотят передать онлайн-платформам,"Это площадки посредники между исполнителем заказа и клиентом, такие как агрегаторы Яндекса или Сбера. Так, предлагается включить в перечень прав и обязанностей цифровой платформы занятости осуществление функции налогового агента по исчислению и уплате налогов с доходов, полученных платформенным занятым. Важно, чтобы в законопроекте было прописано, что платформа платит налог только с доходов, получаемых непосредственно через ее инфраструктуру, считают эксперты.",2023-05-11,FatCat18
Россияне набрали автокредитов более чем на 100 млрд рублей,"В апреле банки одобрили физлицам 77 тыс. автокредитов на общую сумму 109,5 млрд рублей. Всего в апреле в России было продано 75622 новых легковых автомобиля, что в 2,7 раза больше, чем в том же месяце 2022 года. На китайские марки пришлось 44% продаж легковых авто. При этом доля отечественной марки Lada за год выросла на 10%, составив 33% от общего объема продаж.",2023-05-11,FatCat18
"Банкиры негативно отнеслись к новым требованиям ЦБ передавать информацию об использовании VPN в Роскомнадзор по незащищенному каналу электронной почте. В этом случае велики риски утечки чувствительных данных, что может привести к массированным DDoS-атакам. По мнению экспертов, подобные данные необходимо передавать через защищенные каналы связи ЦБ.","Стало известно о продаже двух кэптивных лизинговых компаний Deutsche Leasing сообщила о выкупе Дойче Лизинг Восток менеджментом российской компании с привлечением финансового инвестора французская группа Societe Generale завершила продажу дочерней АЛД Автомотив, новым собственником стало АО ЦК, связанное со структурами Игоря Кима, одного из владельцев Экспобанка. Портфели этих лизинговых компаний, как и клиентская база, значительно размылись, и компании могли быть выкуплены российскими инвесторами с дисконтом в 50%. Акции еще одного проблемного американского банка, PacWest, упали на 30%. Ранее он сообщил, что за прошлую неделю мая вкладчики забрали из него почти 10% депозитов. Первый квартал банк закончил с убытком 1,2 млрд долларов. С начала года акции PacWest упали более чем на 70%. Центробанк предупредил россиян о рисках хранения средств на зарубежных счетах. Меры в виде закрытия счетов, перевода активов на специальные сегрегированные счета касаются не санкционных лиц, а в целом налоговых резидентов России. Поэтому нужно учитывать, что хранение средств на зарубежных счетах несет повышенные риски для российских граждан, говорится в сообщении. Нацбанк Казахстана заявил, что санкции в отношении России создают проблемы для страны. Роста объемов экспорта в Россию в годовом исчислении в 2022 году по сравнению с 2021 годом нет, но для казахстанских производителей возникают риски попадания под вторичные санкции. Когда идет санкционная торговля, то правительство пытается пресекать такие явления, в частности, это касается экспорта через территорию Казахстана на территорию РФ товаров двойного назначения. fatc",2023-05-12,FatCat18
"ЦБ прогнозирует рост ВВП во втором квартале 2023 года на 4,2% после спада в 2,3% в первом квартале","В 2024 году экономика продолжит восстанавливаться и уже к концу следующего года достигнет уровня четвертого квартала 2021 года. К 2025 году динамика ВВП стабилизируется в диапазоне 1,5-2,5%. Основная часть адаптационных процессов завершится в 2025 году, а основной движущей силой экономики в этом году будет внутренний спрос, считает регулятор.",2023-05-12,FatCat18
Российские банки все чаще предлагают платную скидку на ипотеку,"Кредитные организации дают дисконт к ставке по ипотеке при уплате единовременной комиссии. Так они стараются подстроиться к росту ставок и сворачиванию программ от застройщиков. Банк России предупредил заемщиков и банки о рисках при реализации таких схем заемщик может получить выгоду только на долгосрочном горизонте, когда экономия по процентным платежам превысит размер комиссии, выплаченной банку за снижение процентной ставки. А банк, если заемщик не будет осуществлять досрочных погашений, может столкнуться с процентным риском из-за длительного срока кредита.",2023-05-12,FatCat18
"Букмекерская компания Лига Ставок бодрит конкурентов коллекцией уникальных образцов современного NFT-искусства. Речь о серии токенов Ледяные горячие сердца, что обещает стать событием для ценителей и коллекционеров спортивных артефактов. Первым в этой серии станет токен с изображением Кирилла Капризова, известного российского хоккеиста, ставшего звездой не только на родине, но и завоевавшего признание во всем мире. Всё куда интересней, чем кажется изображение Капризова создала нейросеть, причем обучилась она во вселенной комиксов о супергероях Лиги Ставок. Следом за Капризовым не менее звездные российские спортсмены оцифруются в NFT-коллекцию Ледяных горячих сердец, но первый токен самый интересный. Лига Ставок интригует, предлагая выиграть его в конкурсе. А интрига в том, что за победителем конкурса будут гоняться коллекционеры, готовые выложить круглую сумму за обладание артефактом, чего маркетологи Лиги Ставок не могли не предусмотреть. Будем наблюдать и удивляться креативным стратегиям.","Букмекерская компания Лига Ставок бодрит конкурентов коллекцией уникальных образцов современного NFT-искусства. Речь о серии токенов Ледяные горячие сердца, что обещает стать событием для ценителей и коллекционеров спортивных артефактов. Первым в этой серии станет токен с изображением Кирилла Капризова, известного российского хоккеиста, ставшего звездой не только на родине, но и завоевавшего признание во всем мире. Всё куда интересней, чем кажется изображение Капризова создала нейросеть, причем обучилась она во вселенной комиксов о супергероях Лиги Ставок. Следом за Капризовым не менее звездные российские спортсмены оцифруются в NFT-коллекцию Ледяных горячих сердец, но первый токен самый интересный. Лига Ставок интригует, предлагая выиграть его в конкурсе. А интрига в том, что за победителем конкурса будут гоняться коллекционеры, готовые выложить круглую сумму за обладание артефактом, чего маркетологи Лиги Ставок не могли не предусмотреть. Будем наблюдать и удивляться креативным стратегиям.",2023-05-12,FatCat18
Параллельный импорт выведут из-под двойного налогообложения,"Законопроект Минфина предусматривает, что при продаже товаров российскими налогоплательщиками через электронные торговые площадки физлицам в странах ЕАЭС НДС в России не уплачивается. Но при реализации продавцами из стран ЕАЭС товаров российским покупателям через электронные торговые площадки НДС будет исчисляться и уплачиваться этими площадками в российский бюджет. До 2022 г. онлайн-магазины из стран ЕАЭС уплачивали НДС в стране отправления товара и не уплачивали НДС в стране назначения. Затем Казахстан и Белоруссия начали взимать косвенные налоги со стоимости товаров, которые продаются на их территории. Российские продавцы оказались вынуждены платить НДС дважды, если их товар покупали, например, в Алма-Ате.",2023-05-12,FatCat18
"На элитном рынке Москвы в марте купили в 2,5 раза больше квартир, чем в феврале. Аналитики Intermark Real Estate объясняют рост продаж отложенным спросом.",Еще одной причиной эксперты называют новости о закрытии и блокировке счетов гражданам России в ряде иностранных банках. Это приводит к снижению спроса со стороны состоятельных россиян на дорогую зарубежную недвижимость и повышению интереса к качественным проектам в Москве. Среди наиболее эксклюзивных столичных объектов эксперты называют элитный дом с интерьерами от дизайнерского бюро Джорджо Армани Armani/Casa Moscow Residences,2023-05-12,FatCat18
Наиболее консервативные инвесторы уходят в фонды денежного рынка,"Чистый приток средств в розничные ПИФы в апреле достиг 5,4 млрд рублей на 0,6 млрд больше, чем в марте. Это также рекордный результат с сентября прошлого года. Основной приток средств пришелся на биржевые фонды свыше 4,8 млрд рублей. Впервые с начала года был зафиксирован чистый отток средств из фондов акций объемом 164 млрд рублей. В марте был зафиксирован чистый приток в эти фонды объемом 1 млрд рублей, а за первый квартал 2023 года было привлечено 3 млрд. Из фондов облигаций также наблюдался отток средств 0,76 млрд рублей. Возвращение интереса к фондам акций будет зависеть от темпов восстановления рынка после коррекции в начале мая, считают эксперты.",2023-05-12,FatCat18
"Вот кто занял место иностранцев! Российская марка одежды Глория Джинс займет площади, которые ранее арендовали Uniqlo","Японцы наконец-то съезжают. Их магазины занимали самые проходные места в торговых центрах, так что драчка за эти площади была серьезная. Глория Джинс уже открыла больше 30 магазинов на местах, где раньше были точки HM, Decathlon, Marks Spencer и других. В том числе Gloria Jeans уже арендовала площади Uniqlo на Новом Арбате в Москве и в Доме мод в Петербурге. Глория Джинс крупнейший в России производитель одежды, фaбрики компании расположены в 15 гоpoдаx страны преимущественно в Ростовской области.",2023-05-10,bolecon
"Раскрыты схемы ввоза европейских иномарок в Россию. Похоже, полностью прикрыть их невозможно","Первая покупка в ЕС с оформлением на третью страну Турция, Казахстан. Такие машины вывозят из Польши в Белоруссию якобы для конечного покупателя. Затем они, конечно, ни в какую Турцию или Казахстан не едут. Остаются в РФ. Вторая которая в последнее время, правда, работает всё хуже покупка гражданином Украины, завоз в Украину и оформление документов для продажи в РФ. Третья поддельные документы и транзит через страны ЕС и Белоруссию прямиком в Россию. Один гражданин Украины так делал систематически, теперь его ждёт уголовка. Даже если какие-то схемы европейцы смогут прикрыть, на их месте возникнут три новые, будьте уверены",2023-05-10,bolecon
В Тбилиси без пересадок! Президент Владимир Путин снял запрет на полеты в Грузию,"Рейсы прекратились в 2019 году после очередного обострения отношений между странами. Но теперь Грузия не присоединилась к санкциям и активно торгует с нами. Очевидно, отношения улучшились, поэтому указ логичен. Рейсы в Грузию сейчас очень кстати 1. Россиянам не нужна виза для поездки в эту страну. Хороший вариант для недорогого летнего отпуска. 2. Из Грузии можно улететь в Германию, Голландию, Францию и другие страны. Турции явно нужна конкуренция, чтобы не задирали цены. 3. Грузия стала одним из каналов поставки важнейших товаров для российской экономики. Прямые рейсы помогут бизнесу укрепить торговые связи.",2023-05-10,bolecon
Англосаксы выкачивают мозги? Россия получила самое большое количество грин-карт США среди всех стран Европы,"По результатам ежегодной лотереи россияне получили 5505 разрешений на работу и проживание в США. Для сравнения, болгарам дали 161, сербам 134. Также американцы резко нарастили выдачу россиянам визы талантов 445 в прошлом году против 135 в 2020-м и 247 в 2021-м. Аналогичная ситуация с Великобританией англичане выдали таких виз 397 штук, хотя еще год назад было лишь 72. На фоне ограничения выдачи туристических виз, это всё пахнет целенаправленной стратегией выкачивания мозгов",2023-05-10,bolecon
Появились подробности насчет полетов в Грузию. Спойлер всё сложно,"Хорошая новость грузинская сторона уже согласилась на возобновление перелетов. Но есть много но Пока российские авиакомпании будут выполнять только 1 рейс Москва-Тбилиси в день. Вероятно, в ответ грузинским авиакомпаниям разрешат столько же. Для сравнения, до 2019-го года в сезон было 20-25 рейсов ежедневно и не только из Москвы. Летать можно будет лишь на самолетах российского производства, а это пока только Суперджет. Он вмещает всего 100 пассажиров, почти в 2 раза меньше дальнемагистральных боингов и эйрбасов. До перелетов не допустят авиакомпании под санкциями. Выбор небогат остаются разве что Азимут да Red Wings. Из-за малого числа билетов цены будут очень высокими, так что ждем увеличения числа рейсов в будущем. А пока это напоминает ситуацию с перелетами в другую маленькую и зависимую от ЕС страну Сербию",2023-05-11,bolecon
Импортозамещение разгоняется? Промышленность в Москве выросла на 6% с начала года Собянин,"Причем, рост ускорился с 3,1% в январе до 14,9% в марте. Сравнивают с сильным периодом прошлого года, когда промышленность тоже росла +5,9%, так что никаких фокусов статистики. Москва один из крупнейших промышленных центров страны. В городе выпускают автомобили, электробусы, лифты, микрочипы, продовольствие от пива до шоколада, недавно заработал федеральных центр производства беспилотников.",2023-05-11,bolecon
Торговля с Китаем растет безумными темпами. Товарооборот за январь-апрель вырос на 41%,"Всего за 4 месяца наторговали на 73 млрд долларов. Еще 5 лет назад такой товарооборот был за весь год! В 2020-м пробили отметку в 100 млрд, а в этом году идем уже на 250. Торговля достаточно равномерная импорт из Китая 33,7 млрд, экспорт из России 39,5 млрд. Похоже, что Китай поглотил значительную часть энергоресурсов, которые мы отправляли на Запад, а взамен заменил нам традиционных поставщиков промышленных товаров.",2023-05-11,bolecon
"Где русских любят, а где нет? Изучаем статистику выдачи шенгенских виз","Подъехала статистика отказов по визам в Европу за прошлый год. Чем больше отказов тем более настороженно относятся к нам. Антирекордсмен Швеция, отклонили 31% всех заявок на визы. Рядом с ними 27,8% Австрия 25% Мальта 24% Норвегия Ещё недружелюбнее Нидерланды, Бельгия, Дания и Словакия они просто не выдают нашим визы. А в Латвию, Литву, Польшу, Финляндию, Чехию и Эстонию россиянам запрещают въезд даже с действующей визой. Кто лоялен россиянам? 11,2% отказов Италия 8,1% Франция 6,2% Исландия 5,2% Испания",2023-05-11,bolecon
Неожиданно! В Подмосковье построят деревню для желающих переехать в Россию американцев и канадцев,"Инициаторы проекта сообщают, что переехать на новое место жительства по идеологическим причинам готовы около 200 семей. Строительство должно начаться в следующем году, финансировать проект собираются сами переселенцы. Власти региона намерены оказать содействие строительству. По некоторым оценкам, в Россию хотели бы переехать десятки тысяч иностранцев без русских корней. Причина неприятие новых радикальных ценностей. До начала Спецоперации в России постоянно проживало около 70 000 граждан США.",2023-05-12,bolecon
ФСО тоже пересаживается на китайцев?,"Черные внедорожники Tank 500 сопровождали иностранных лидеров, приехавших в Москву на 9 мая. Это первое появление китайских авто на службе Федеральной службы охраны. Раньше, охрана высших должностных лиц передвигалась в основном на Mercedes-Benz или Aurus. Ранее появлялись свидетельства, что российские силовые ведомства закупают внедорожники другой китайской марки HAVAL, их собирают у нас в Тульской области.",2023-05-12,bolecon
Главное к открытию среды 10.05,"Значение индекса ЖиС 60 спокойствие. Подробнее об индексе здесь. Курсы валют 77.86 /$ -0.4%, 11.20 / -0.3%. Eurobserver Запрет на импорт алмазов из РФ не войдет в новый пакет санкций ЕС. ЕК планирует заставить Германию отказаться от российской нефти по Дружбе. ЕС пополняет запасы газа на 21% медленнее среднегодовой нормы. Сахалин-2 рискует остаться без зафрахтованных нидерландских судов. Чтобы не допустить ухода четырех буксиров Svitzer, Сахалинская энергия через суд добилась их ареста. События сегодня 1 Полиметалл POLY проведет брифинг для инвесторов. 2 Данные о потребительской инфляции в США в апреле 1530 мск. Что влияет на рынки в ближайшие 5 дней? Доступно членам RDVPREpf",2023-05-10,AK47pfl
Уникальный актив для разумного инвестора потенциал роста биржевой цены акции Самолета SMLT до оценки активов 400%. ан2358 рублей на акцию составляет стоимость активов Самолета на одну акцию. Это следует из опубликованного сегодня отчёта об оценке активов группы.,"Получается, что покупая акцию ГК Самолет за 2550 рублей, инвестор получает активов на сумму 12358 рублей. AK",2023-05-10,AK47pfl
Самолет SMLT потенциал роста 75% до среднего уровня цены акций к стоимости активов. анкции Самолета на бирже сейчас стоят всего 20% от стоимости чистых активов показатель P/NAV цена делённая на стоимость чистых активов.,"Это исторически значимая недооценка акций среднее историческое значение показателя P/NAV для акций Самолета составляет 35%. Это значит, что у акций Самолета есть потенциал роста на 75% до среднего уровня оценки акций относительно стоимости чистых активов. AK",2023-05-10,AK47pfl
Важный вывод из отчёта оценщика ПропТех становится важным фактором оценки Самолета SMLT.,"Оценка не-девелоперских активов впервые превысила 100 млрд рублей благодаря стремительному развитию Самолет Плюс, росту масштаба бизнеса и повышению качества сервисов управляющей компании, а также значительному росту стоимости бренда, комментарий заместителя гендиректора группы Самолет Натальи Грозновой. Судя по отчёту об оценке, на направления Service unit и Venture companies приходится 38 млрд рублей эти направления включают в себя Самолет+, финтех-направление и управляющую компанию - то есть всё то, на чём строится ПропТех-продукт компании. Для сравнения, капитализация ЦИАН CIAN составляет 34 млрд рублей. Получается, ПропТех становится важным фактором оценки бизнеса Самолета на него приходится 5% активов компании. Обзор РДВ по ПропТеху Кто из российских компаний может забрать 25 трлн рублей? Видео РДВ о том, что такое ПропТех A",2023-05-10,AK47pfl
"В России наблюдается мощнейший тренд на импортозамещение в вине, доля российских вин в продажах более, чем удвоилась за 4 года с 20% до 50%. Источники сообщают, что скоро появится эмбарго на вино из недружественных стран.",Продолжение,2023-05-10,AK47pfl
"Вытеснение с рынка иностранных вин. гороизводство вина в России продолжит расти, как и выручка и капитализация игроков на этом рынке, считает источник РДВ. А само виноделие - отличная иллюстрация того, как может работать господдержка, и пример российским госчиновникам.",Продажи российского вина удвоились за последние три года и продолжают расти. Российское вино становится популярнее в ресторанах. Российские предприятия планируют увеличить площадь виноградников более чем в два раза за 10 лет. Продолжение ABEK,2023-05-10,AK47pfl
"Вытеснение с рынка иностранных вин. гощё российские цари горели идеей импортозаместить российское вино, и лишь сейчас у нас получилось это сделать. Благодаря чему?","1. Мудрое регулирование государство поддерживает выведение собственного винограда и собственных саженцев. 2. Льготное кредитование и льготный лизинг для винодельческих хозяйств. 3. Субсидии на посадку виноградников в 2022 году на поддержку было направлено 2.4 млрд рублей, в 2023 планируется 3.5 млрд. 4. Работа с ритейлерами и рестораторами улучшилось восприятие потребителями российского вина 5. Прямая поддержка Президента. Всё это привело к тому, что российскому вину, начав со слабого бренда, удалось хотя бы в головах потребителей победить супер бренды Франции и Италии. Это идеальный пример того, как российское правительство создало правила игры, дало стимулы и поддержку, при этом не является участником рынка, а даёт простор для частной инициативы. ABEK",2023-05-10,AK47pfl
Делимся результатами членов клуба RDV PREMIUM 361 с начала года,Аналитическая команда выпустила 46 идей 82% всех идей закрыто в плюс +180% заработали члены клуба с января по апрель в годовом выражении Подключиться к закрытому клубу финансовый элиты и получать передовые идеи RDV,2023-05-10,AK47pfl
Китаизация российской экономики за год импорт из Китая в Россию удвоился и продолжает рост.,"В апреле Россия импортировала товаров из Китая на $9.6 млрд в месяц, против $5 млрд в месяц годом ранее и $8 млрд в месяц за последние полгода. Доля Китая в импорте РФ превысила 30%.",2023-05-10,AK47pfl
$46 в $4'000'000.,"Столько заработал трейдер, осуществивший транзакции на скриншоте с токеном PEPE. Такой счастливчик не один. Токен под названием PEPE появился 16 апреля. Команда токена сразу заявила, что он предназначен исключительно для развлекательных целей и не несёт никакой пользы. Это не помешало PEPE за 3 недели вырасти по капитализации с $0 до $1.5 млрд на пике, что позволило ему обогнать проекты, которые годами разрабатывались большими командами. Секрет успеха токена заключается в грамотном маркетинге, а также в договорённостях с биржами. 18 апреля монета была размещена на huobi и началось её активное обсуждение в Твиттере, а сейчас её можно купить уже на всех крупнейших криптобиржах. Кульминацией этой истории стал листинг на Binance. После него капитализация PEPE за 4 дня рухнула на 60%.",2023-05-10,AK47pfl
Главное к открытию четверга 11.05,"Значение индекса ЖиС 67 жадность. Подробнее об индексе здесь. Курсы валют 76.17 /$ +0.1%, 10.96 / +0.1%. В Госдуме готов к принятию в 1-м чтении законопроект о новой процедуре переезда иностранных компаний в российские САР путем инкорпорации, т.е. создания иностранным учредителем новой компании в русских офшорах. Доходы федерального бюджета за янв-апр по предварительной оценке снизились на 22% г/г, из них нефтегазовые на 52% г/г. События сегодня 1 ЦБ опубликует доклад о денежно-кредитной политике. 2 На Мосбирже начнутся торги расчетными фьючерсными контрактами на валютные пары тенге/рубль и драм/рубль. Что влияет на рынки в ближайшие 5 дней? Доступно членам RDVPR7p",2023-05-11,AK47pfl
"Доходы федерального бюджета РФ за первые четыре месяца 2023 снизились на 22% г/г, где нефтегазовые доходы рухнули на 52%, а ненефтегазовые выросли на 5%.","Рост расходов составил 26% г/г, где госзакупки увеличились на 61%, сформировав свыше от всех расходов федерального правительства. За апрель доходы 2.1 трлн, расходы 3.1 трлн. В итоге дефицит составил 1 трлн и вырос до 3.4 трлн за январь-апрель 2023 117% от плана на год по сравнению с профицитом в 1.1 трлн в прошлом году. Официальные результаты полностью совпали с собственными оценками доходы 2.1-2.2 трлн, расходы 3.2-3.3 трлн и дефицит 1-1.1 трлн, что позволяет использовать прогнозную модель для будущих расчетов по бюджету. Чтобы уместиться в план по расходам на год 29 трлн, необходимо с мая по декабрь 2023 реализовать 17.8 трлн расходов, что будет на 20% ниже по номиналу, чем в 2022! Это невозможно. Напомню, что за январь-апрель расходы выросли на 26%. С мая следует ожидать замедления расходов. В марте-апреле расходы выросли лишь на 5% по номиналу, примерно схожие темпы стоит ожидать до конца 2023 с небольшим естественным разбросом. Наиболее реалистичный сценарий это расходы 23.2-23.8 трлн с мая по декабрь, что выведет годовые расходы к 34.5-35 трлн руб. Доходы сложно оценивать, даже нефтегазовые, т.к. даже курс рубля может иметь решающее значения. Из-за ослабления рубля потенциал нефтегазовых доходов смещается с 5.2-5.5 трлн при курсе 60 руб за долл к 7.2-7.6 трлн руб, что близко к плану в 8 трлн. Ненефтегазовые доходы могут сформироваться близко к плану в 17.2 трлн, но тут многое зависит от инфляции и устойчивости экономики. Совокупные доходы, вероятно, составят 25.1-25.6 трлн, а годовой дефицит 9 трлн или даже 10 трлн. Здесь нет ничего удивительного. Фактический дефицит бюджета с мая 2022 по апрель 2023 составил 7.9 трлн, тогда как проблемы с бюджетом начались лишь с конца лета. Учитывая зависимость экономики от государства, 9-10 трлн дефицита это немного просто чтобы удержать экономику в плюсе.",2023-05-11,AK47pfl
Конкурс на самый точный прогноз курса доллара на конец 2023 года. оракулделю курс рубля практически не изменился. Текущий курс $176.88.,"Главный фактор укрепления рубля экспортёры продают валютную выручку, накопленную в период локально высоких цен на нефть, под уплату налогов и дивидендов, считает источник РДВ. Частный пример возможной продажи валюты - МИД РФ заявил, что Россия накопила эквивалент $40 млрд в рупиях, которые не может потратить. Конвертация такого объёма валюты в рубль могла бы значительно укрепить курс рубля. Со стороны спроса мы с вами видим исторически низкий интерес населения к валюте внутри РФ объём валютных депозитов снизился до минимума за 15 лет, а денежные потоки, например, из Казахстана, развернулись в сторону РФ. Важнейшим фактором для курса рубля остаётся баланс бюджета РФ по данным Минфина, за 1 квартал был выполнен годовой план по дефициту - то есть в оставшийся год бюджет должен быть сбалансирован, а для этого нужен слабый рубль. Напомним участников конкурса Оракул рубля и их прогнозы AK47pf",2023-05-11,AK47pfl
Топовые российские сми цитируют РДВ,"Известия. Бесценные бумаги почему наши технологические компании не идут на биржу Российская газета. Как может выжить российская экономика новые инвестиции РиаФан. Юань или доллар кто победит? Известия. Что будет с биткоином? News ru. Европейские санкции что дальше Влияем на рынки с 2008 года. Дисклеймер РынкиДеньгиВласть - это аналитический сервис, который публикует аналитику и частную информацию от источников фондов, компаний и крупнейших частных инвесторов. Информация в канале РынкиДеньгиВласть носит исключительно образовательный и аналитический характер и не является рекомендацией или призывом к совершению сделок с финансовыми инструментами.",2023-05-11,AK47pfl
Главное к открытию пятницы 12.05,"Значение индекса ЖиС 70 жадность. Подробнее об индексе здесь. Курсы валют 76.63 /$ -0.3%, 11.00 / -0.4%. Politico ни у одной из стран ЕС нет серьезных возражений против энергетических санкций. Предварительный вариант 11-го пакета санкций запрещает судам, тайно перевозящим российскую нефть, заходить в порты ЕС. Мировые котировки на коксующийся уголь упали до восьмимесячного минимума. События сегодня 1 Сбер SBER опубликует результаты по РПБУ за 4мес23. Что влияет на рынки в ближайшие 5 дней? Доступно членам RDVPR7p",2023-05-12,AK47pfl
"Акционеры Headhunter HHRU одобрили байбэк. Источники РДВ считают, что байбэк в ближайшее время могут объявить ещё несколько российских компаний. ан11 мая акционеры HeadHunter одобрили наделение СД полномочиями провести обратный выкуп собственных расписок с Мосбиржи и Nasdaq, на которой нет торгов.","Зачем HeadHunter байбэк? Из-за иностранной юрисдикции компания не может платить дивиденды, и байбэк единственная форма распределения прибыли акционерам. Кроме того, проведение байбэка подтверждает, что компания считает свои акции недооценёнными. HeadHunter - позитивный пример того, как компания с иностранной регистрацией может поддержать акционеров из России и рационально использовать собственный капитал. Также байбэк могут провести ряд компаний с российской регистрацией, считают источники РДВ Татнефть TATN Самолет SMLT АФК Система AFKS Магнит MGNT Подробнее AK",2023-05-12,AK47pfl
Сбер SBER опубликовал отчётность по РПБУ за апрель и 4 месяца 2023 пока всё по плану следующий дивиденд может составить 28.9 рубля на акцию.,"Из отчетности впервые можно понять, насколько просели доходы банка в апреле 2022 в таблице . Что источники РДВ отмечают из отчётности Сбера сейчас Рост кредитного портфеля продолжается В апреле выдачи розничных кредитов превысили 600 млрд руб., среди них более 55% ипотечных Качество кредитного портфеля стабильно Ожидания источников РДВ по итогам года Чистая прибыль может превысить 1.3 трлн рублей Если 50% прибыли за 2023 год будет направлено на дивиденды, следующий дивиденд Сбера составит 28.9 рубля на акцию",2023-05-12,AK47pfl
"Скрытые от рынка апсайды, такие как новые бренды и рекордные продажи грузовиков Камаза KMAZ могут повысить капитализацию компании на 35% до 230 рублей за акцию.","Камаз с партнерами сделал свой бренд легковых электромобилей автомобилей Атом, что увеличит EBITDA Камаза на 60-120% в зависимости от итоговой доли Камаза в проекте уже довольно скоро, проект Атом запускает производство в 2025 году.",2023-05-12,AK47pfl
